dataset_id	lib_name	spl_expected_status	method_name	spl_pred_score
0	ERR2763085	MSI	MSISensor	0.7727
0	ERR2763049	MSI	MSISensor	0.75
0	ERR2760917	MSI	MSISensor	0.3333
0	ERR2760948	MSI	MSISensor	0.6667
0	ERR2763114	MSI	MSISensor	0.2174
0	ERR2760871	MSI	MSISensor	0.3158
0	ERR2763110	MSI	MSISensor	0.7
0	ERR2763084	MSI	MSISensor	0.7273
0	ERR2760914	MSI	MSISensor	0.4545
0	ERR2763124	MSI	MSISensor	0.7391
0	ERR2760931	MSI	MSISensor	0.2727
0	ERR2763048	MSI	MSISensor	0.7143
0	ERR2763127	MSI	MSISensor	0.6087
0	ERR2760876	MSI	MSISensor	0.4762
0	ERR2760941	MSI	MSISensor	0.7727
0	ERR2763113	MSI	MSISensor	0.5
0	ERR2763094	MSI	MSISensor	0.5833
0	ERR2760940	MSI	MSISensor	0.5909
0	ERR2763090	MSI	MSISensor	0.6364
0	ERR2763052	MSI	MSISensor	0.7143
0	ERR2760947	MSI	MSISensor	0.8261
0	ERR2763043	MSI	MSISensor	0.6087
0	ERR2760943	MSI	MSISensor	0.6364
0	ERR2760922	MSI	MSISensor	0.5
0	ERR2760936	MSI	MSISensor	0.5455
0	ERR2763100	MSI	MSISensor	0.625
0	ERR2760908	MSI	MSISensor	0.75
0	ERR2760870	MSI	MSISensor	0.5238
0	ERR2763095	MSI	MSISensor	0.619
0	ERR2760926	MSI	MSISensor	0.5417
0	ERR2763075	MSI	MSISensor	0.6364
0	ERR2763126	MSI	MSISensor	0.5238
0	ERR2760933	MSI	MSISensor	0.8182
0	ERR2763086	MSI	MSISensor	0.7
0	ERR2760913	MSI	MSISensor	0.6087
